guia,origen,destino,estado,costo_flete,despacho_dia,despacho_mes,despacho_ano,limite_dia,limite_mes,limite_ano,origen_latitude,origen_longitude,destino_latitude,destino_longitude
guia_341,bogota,cali,en_transito,2232,3,6,2026,8,6,2026,4.711,-74.0721,3.4516,-76.532
guia_342,barranquilla,cali,en_bodega,3247,6,6,2026,14,6,2026,10.9685,-74.7813,3.4516,-76.532
guia_343,pereira,bucaramanga,preparacion,2015,1,6,2026,15,6,2026,4.8133,-75.6961,7.1254,-73.1198
guia_344,cali,bogota,en_novedad,2265,1,6,2026,10,6,2026,3.4516,-76.532,4.711,-74.0721
guia_345,pereira,cali,en_transito,1736,1,6,2026,8,6,2026,4.8133,-75.6961,3.4516,-76.532
guia_346,bucaramanga,pereira,en_novedad,2462,3,6,2026,15,6,2026,7.1254,-73.1198,4.8133,-75.6961
guia_347,barranquilla,cartagena,en_transito,651,2,6,2026,13,6,2026,10.9685,-74.7813,10.391,-75.4794
guia_348,cali,bucaramanga,en_novedad,4248,4,6,2026,12,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_349,bucaramanga,cali,preparacion,2381,1,6,2026,14,6,2026,7.1254,-73.1198,3.4516,-76.532
guia_350,bogota,medellin,en_transito,4777,2,6,2026,14,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_351,cali,bogota,preparacion,3738,4,6,2026,11,6,2026,3.4516,-76.532,4.711,-74.0721
guia_352,bogota,barranquilla,preparacion,1583,1,6,2026,10,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_353,bogota,cartagena,en_bodega,2344,4,6,2026,9,6,2026,4.711,-74.0721,10.391,-75.4794
guia_354,cartagena,medellin,entregado,796,4,6,2026,14,6,2026,10.391,-75.4794,6.2442,-75.5812
guia_355,bucaramanga,bogota,preparacion,2036,4,6,2026,11,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_356,bucaramanga,cali,en_transito,3975,3,6,2026,9,6,2026,7.1254,-73.1198,3.4516,-76.532
guia_357,barranquilla,pereira,en_bodega,3248,4,6,2026,15,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_358,medellin,bucaramanga,entregado,3676,4,6,2026,9,6,2026,6.2442,-75.5812,7.1254,-73.1198
guia_359,cali,pereira,en_novedad,959,2,6,2026,12,6,2026,3.4516,-76.532,4.8133,-75.6961
guia_360,bogota,barranquilla,en_bodega,2990,4,6,2026,8,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_361,bogota,cartagena,preparacion,2062,1,6,2026,15,6,2026,4.711,-74.0721,10.391,-75.4794
guia_362,barranquilla,cali,en_transito,4551,6,6,2026,8,6,2026,10.9685,-74.7813,3.4516,-76.532
guia_363,barranquilla,cartagena,en_transito,3165,5,6,2026,9,6,2026,10.9685,-74.7813,10.391,-75.4794
guia_364,bucaramanga,pereira,preparacion,1166,1,6,2026,13,6,2026,7.1254,-73.1198,4.8133,-75.6961
guia_365,bogota,barranquilla,en_bodega,2104,2,6,2026,11,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_366,cali,pereira,en_transito,724,2,6,2026,13,6,2026,3.4516,-76.532,4.8133,-75.6961
guia_367,medellin,cartagena,en_novedad,4211,2,6,2026,12,6,2026,6.2442,-75.5812,10.391,-75.4794
guia_368,pereira,bucaramanga,en_bodega,4581,2,6,2026,14,6,2026,4.8133,-75.6961,7.1254,-73.1198
guia_369,bogota,medellin,preparacion,1106,1,6,2026,9,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_370,barranquilla,bucaramanga,en_bodega,2891,6,6,2026,11,6,2026,10.9685,-74.7813,7.1254,-73.1198
guia_371,pereira,bucaramanga,preparacion,1123,1,6,2026,13,6,2026,4.8133,-75.6961,7.1254,-73.1198
guia_372,barranquilla,bogota,en_bodega,1183,3,6,2026,8,6,2026,10.9685,-74.7813,4.711,-74.0721
guia_373,bucaramanga,bogota,entregado,4621,2,6,2026,9,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_374,cali,cartagena,entregado,1480,2,6,2026,11,6,2026,3.4516,-76.532,10.391,-75.4794
guia_375,cali,bucaramanga,preparacion,704,5,6,2026,13,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_376,bucaramanga,bogota,entregado,1581,4,6,2026,11,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_377,barranquilla,bucaramanga,en_novedad,2637,2,6,2026,10,6,2026,10.9685,-74.7813,7.1254,-73.1198
guia_378,barranquilla,cartagena,en_novedad,3592,5,6,2026,15,6,2026,10.9685,-74.7813,10.391,-75.4794
guia_379,barranquilla,medellin,en_novedad,2502,4,6,2026,9,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_380,bogota,cartagena,entregado,1433,4,6,2026,14,6,2026,4.711,-74.0721,10.391,-75.4794
guia_381,bogota,cartagena,en_novedad,2663,6,6,2026,14,6,2026,4.711,-74.0721,10.391,-75.4794
guia_382,cali,bucaramanga,en_bodega,2535,5,6,2026,11,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_383,pereira,cartagena,en_transito,1048,6,6,2026,8,6,2026,4.8133,-75.6961,10.391,-75.4794
guia_384,bucaramanga,barranquilla,en_transito,4622,6,6,2026,11,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_385,cali,bucaramanga,en_novedad,3344,4,6,2026,12,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_386,cartagena,barranquilla,preparacion,699,2,6,2026,8,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_387,medellin,barranquilla,preparacion,2741,1,6,2026,14,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_388,pereira,bucaramanga,preparacion,3416,4,6,2026,11,6,2026,4.8133,-75.6961,7.1254,-73.1198
guia_389,barranquilla,cartagena,en_transito,2653,1,6,2026,8,6,2026,10.9685,-74.7813,10.391,-75.4794
guia_390,medellin,cali,en_bodega,2868,4,6,2026,14,6,2026,6.2442,-75.5812,3.4516,-76.532
guia_391,cartagena,cali,en_bodega,2325,1,6,2026,8,6,2026,10.391,-75.4794,3.4516,-76.532
guia_392,medellin,cartagena,entregado,4367,5,6,2026,8,6,2026,6.2442,-75.5812,10.391,-75.4794
guia_393,barranquilla,cartagena,en_transito,558,6,6,2026,13,6,2026,10.9685,-74.7813,10.391,-75.4794
guia_394,bogota,medellin,en_bodega,2779,6,6,2026,13,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_395,bogota,bucaramanga,preparacion,960,5,6,2026,10,6,2026,4.711,-74.0721,7.1254,-73.1198
guia_396,cali,bogota,entregado,662,1,6,2026,12,6,2026,3.4516,-76.532,4.711,-74.0721
guia_397,cali,barranquilla,en_transito,645,5,6,2026,8,6,2026,3.4516,-76.532,10.9685,-74.7813
guia_398,cartagena,medellin,en_transito,4242,1,6,2026,11,6,2026,10.391,-75.4794,6.2442,-75.5812
guia_399,bucaramanga,cartagena,en_bodega,1061,2,6,2026,9,6,2026,7.1254,-73.1198,10.391,-75.4794
guia_400,medellin,bogota,entregado,3595,3,6,2026,13,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_401,medellin,cali,en_bodega,1698,3,6,2026,13,6,2026,6.2442,-75.5812,3.4516,-76.532
guia_402,barranquilla,medellin,en_transito,3419,1,6,2026,12,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_403,medellin,bogota,en_transito,1274,5,6,2026,9,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_404,pereira,cali,en_bodega,3882,3,6,2026,15,6,2026,4.8133,-75.6961,3.4516,-76.532
guia_405,bucaramanga,pereira,entregado,1833,1,6,2026,14,6,2026,7.1254,-73.1198,4.8133,-75.6961
guia_406,cali,cartagena,preparacion,4420,3,6,2026,13,6,2026,3.4516,-76.532,10.391,-75.4794
guia_407,bucaramanga,barranquilla,preparacion,949,1,6,2026,13,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_408,cali,cartagena,en_bodega,2759,4,6,2026,8,6,2026,3.4516,-76.532,10.391,-75.4794
guia_409,cartagena,barranquilla,en_bodega,3799,4,6,2026,11,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_410,barranquilla,cartagena,entregado,3741,3,6,2026,15,6,2026,10.9685,-74.7813,10.391,-75.4794
guia_411,cartagena,cali,preparacion,3748,5,6,2026,10,6,2026,10.391,-75.4794,3.4516,-76.532
guia_412,bucaramanga,cartagena,entregado,3850,3,6,2026,8,6,2026,7.1254,-73.1198,10.391,-75.4794
guia_413,bogota,medellin,en_transito,4494,3,6,2026,14,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_414,cali,bogota,preparacion,1919,1,6,2026,13,6,2026,3.4516,-76.532,4.711,-74.0721
guia_415,cartagena,bucaramanga,en_transito,4428,3,6,2026,10,6,2026,10.391,-75.4794,7.1254,-73.1198
guia_416,pereira,bogota,en_bodega,3592,3,6,2026,8,6,2026,4.8133,-75.6961,4.711,-74.0721
guia_417,barranquilla,cali,en_transito,3934,1,6,2026,9,6,2026,10.9685,-74.7813,3.4516,-76.532
guia_418,barranquilla,medellin,preparacion,3154,5,6,2026,13,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_419,barranquilla,cali,entregado,1189,3,6,2026,10,6,2026,10.9685,-74.7813,3.4516,-76.532
guia_420,cali,barranquilla,en_novedad,3779,1,6,2026,9,6,2026,3.4516,-76.532,10.9685,-74.7813
guia_421,bogota,medellin,en_transito,4462,6,6,2026,13,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_422,bucaramanga,barranquilla,en_transito,2457,1,6,2026,14,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_423,medellin,cali,entregado,4314,3,6,2026,10,6,2026,6.2442,-75.5812,3.4516,-76.532
guia_424,cali,bogota,en_bodega,4073,2,6,2026,10,6,2026,3.4516,-76.532,4.711,-74.0721
guia_425,cali,barranquilla,en_bodega,4226,6,6,2026,13,6,2026,3.4516,-76.532,10.9685,-74.7813
guia_426,bucaramanga,cartagena,preparacion,4696,6,6,2026,15,6,2026,7.1254,-73.1198,10.391,-75.4794
guia_427,pereira,bogota,preparacion,1572,4,6,2026,13,6,2026,4.8133,-75.6961,4.711,-74.0721
guia_428,medellin,bogota,en_bodega,4478,1,6,2026,10,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_429,cartagena,barranquilla,en_novedad,1575,3,6,2026,15,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_430,bogota,cali,en_transito,1433,1,6,2026,10,6,2026,4.711,-74.0721,3.4516,-76.532
guia_431,barranquilla,pereira,en_bodega,1446,2,6,2026,9,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_432,cartagena,barranquilla,en_bodega,1681,5,6,2026,9,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_433,cartagena,cali,en_novedad,4776,5,6,2026,15,6,2026,10.391,-75.4794,3.4516,-76.532
guia_434,cartagena,bucaramanga,en_transito,4621,4,6,2026,9,6,2026,10.391,-75.4794,7.1254,-73.1198
guia_435,cali,cartagena,en_novedad,3560,4,6,2026,9,6,2026,3.4516,-76.532,10.391,-75.4794
guia_436,cali,bucaramanga,en_bodega,3816,4,6,2026,13,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_437,pereira,medellin,entregado,4242,3,6,2026,11,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_438,medellin,bucaramanga,entregado,2280,6,6,2026,13,6,2026,6.2442,-75.5812,7.1254,-73.1198
guia_439,bucaramanga,bogota,en_transito,1480,1,6,2026,9,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_440,barranquilla,medellin,en_bodega,1133,5,6,2026,15,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_441,cartagena,pereira,en_novedad,3520,4,6,2026,11,6,2026,10.391,-75.4794,4.8133,-75.6961
guia_442,cartagena,medellin,en_transito,822,6,6,2026,9,6,2026,10.391,-75.4794,6.2442,-75.5812
guia_443,cali,cartagena,en_bodega,2070,1,6,2026,10,6,2026,3.4516,-76.532,10.391,-75.4794
guia_444,medellin,bogota,en_novedad,4588,2,6,2026,11,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_445,medellin,bogota,en_transito,4584,1,6,2026,13,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_446,pereira,bucaramanga,en_bodega,1036,4,6,2026,10,6,2026,4.8133,-75.6961,7.1254,-73.1198
guia_447,bucaramanga,barranquilla,preparacion,4418,6,6,2026,9,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_448,cartagena,barranquilla,en_transito,4350,1,6,2026,10,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_449,cartagena,cali,en_novedad,3498,3,6,2026,12,6,2026,10.391,-75.4794,3.4516,-76.532
guia_450,medellin,cali,entregado,4543,5,6,2026,13,6,2026,6.2442,-75.5812,3.4516,-76.532
guia_451,pereira,bogota,preparacion,2693,4,6,2026,9,6,2026,4.8133,-75.6961,4.711,-74.0721
guia_452,barranquilla,medellin,en_novedad,2701,6,6,2026,10,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_453,medellin,cartagena,en_transito,3457,4,6,2026,14,6,2026,6.2442,-75.5812,10.391,-75.4794
guia_454,bucaramanga,bogota,en_bodega,716,6,6,2026,11,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_455,cali,cartagena,entregado,1701,4,6,2026,15,6,2026,3.4516,-76.532,10.391,-75.4794
guia_456,cali,bucaramanga,en_novedad,4165,1,6,2026,10,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_457,pereira,medellin,en_bodega,2860,6,6,2026,14,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_458,pereira,bogota,preparacion,2591,1,6,2026,12,6,2026,4.8133,-75.6961,4.711,-74.0721
guia_459,pereira,cartagena,en_bodega,1791,6,6,2026,14,6,2026,4.8133,-75.6961,10.391,-75.4794
guia_460,barranquilla,cali,preparacion,3312,3,6,2026,15,6,2026,10.9685,-74.7813,3.4516,-76.532
guia_461,barranquilla,medellin,en_transito,1517,5,6,2026,13,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_462,barranquilla,medellin,preparacion,4217,1,6,2026,8,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_463,medellin,cartagena,en_transito,3197,3,6,2026,13,6,2026,6.2442,-75.5812,10.391,-75.4794
guia_464,cartagena,bucaramanga,preparacion,825,6,6,2026,14,6,2026,10.391,-75.4794,7.1254,-73.1198
guia_465,cali,cartagena,en_transito,4624,6,6,2026,11,6,2026,3.4516,-76.532,10.391,-75.4794
guia_466,bogota,barranquilla,en_transito,2819,1,6,2026,10,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_467,cali,cartagena,en_transito,2631,6,6,2026,13,6,2026,3.4516,-76.532,10.391,-75.4794
guia_468,pereira,barranquilla,en_transito,4166,2,6,2026,15,6,2026,4.8133,-75.6961,10.9685,-74.7813
guia_469,pereira,barranquilla,preparacion,3625,2,6,2026,8,6,2026,4.8133,-75.6961,10.9685,-74.7813
guia_470,bucaramanga,medellin,en_transito,3258,4,6,2026,15,6,2026,7.1254,-73.1198,6.2442,-75.5812
guia_471,cartagena,medellin,en_novedad,2718,3,6,2026,10,6,2026,10.391,-75.4794,6.2442,-75.5812
guia_472,bogota,medellin,preparacion,1965,2,6,2026,15,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_473,bucaramanga,cartagena,en_transito,4276,3,6,2026,8,6,2026,7.1254,-73.1198,10.391,-75.4794
guia_474,medellin,pereira,en_transito,4005,2,6,2026,8,6,2026,6.2442,-75.5812,4.8133,-75.6961
guia_475,barranquilla,medellin,preparacion,4673,1,6,2026,11,6,2026,10.9685,-74.7813,6.2442,-75.5812
guia_476,barranquilla,pereira,preparacion,3450,1,6,2026,13,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_477,cali,barranquilla,preparacion,3419,3,6,2026,8,6,2026,3.4516,-76.532,10.9685,-74.7813
guia_478,bogota,barranquilla,preparacion,1339,3,6,2026,9,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_479,barranquilla,pereira,en_novedad,3288,2,6,2026,10,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_480,pereira,bogota,en_bodega,860,1,6,2026,13,6,2026,4.8133,-75.6961,4.711,-74.0721
guia_481,cali,bucaramanga,preparacion,4411,5,6,2026,9,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_482,pereira,medellin,en_transito,4555,2,6,2026,8,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_483,barranquilla,pereira,entregado,1217,3,6,2026,12,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_484,bogota,bucaramanga,en_novedad,4686,1,6,2026,10,6,2026,4.711,-74.0721,7.1254,-73.1198
guia_485,bucaramanga,cartagena,preparacion,3810,3,6,2026,12,6,2026,7.1254,-73.1198,10.391,-75.4794
guia_486,pereira,medellin,entregado,2401,4,6,2026,8,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_487,cali,medellin,entregado,3277,6,6,2026,14,6,2026,3.4516,-76.532,6.2442,-75.5812
guia_488,medellin,bogota,preparacion,760,6,6,2026,9,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_489,cartagena,barranquilla,en_novedad,3758,6,6,2026,15,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_490,bogota,medellin,preparacion,1814,6,6,2026,8,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_491,cartagena,barranquilla,entregado,2419,3,6,2026,10,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_492,cartagena,bogota,en_bodega,3937,6,6,2026,10,6,2026,10.391,-75.4794,4.711,-74.0721
guia_493,bucaramanga,barranquilla,en_novedad,4559,4,6,2026,10,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_494,barranquilla,pereira,preparacion,3718,1,6,2026,8,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_495,bucaramanga,cali,entregado,3579,2,6,2026,8,6,2026,7.1254,-73.1198,3.4516,-76.532
guia_496,pereira,barranquilla,en_novedad,4313,1,6,2026,9,6,2026,4.8133,-75.6961,10.9685,-74.7813
guia_497,cali,pereira,en_novedad,1359,6,6,2026,11,6,2026,3.4516,-76.532,4.8133,-75.6961
guia_498,cartagena,bogota,en_transito,796,1,6,2026,14,6,2026,10.391,-75.4794,4.711,-74.0721
guia_499,bucaramanga,bogota,en_novedad,2625,2,6,2026,11,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_500,cali,barranquilla,en_transito,2878,3,6,2026,13,6,2026,3.4516,-76.532,10.9685,-74.7813
guia_501,barranquilla,cali,en_novedad,1113,1,6,2026,14,6,2026,10.9685,-74.7813,3.4516,-76.532
guia_502,pereira,barranquilla,en_novedad,4665,1,6,2026,10,6,2026,4.8133,-75.6961,10.9685,-74.7813
guia_503,medellin,bogota,preparacion,4022,4,6,2026,15,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_504,pereira,medellin,en_bodega,4745,1,6,2026,14,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_505,cali,bogota,en_bodega,2940,3,6,2026,8,6,2026,3.4516,-76.532,4.711,-74.0721
guia_506,cartagena,barranquilla,entregado,597,5,6,2026,10,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_507,medellin,barranquilla,entregado,3170,3,6,2026,9,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_508,bogota,medellin,en_transito,2535,1,6,2026,14,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_509,medellin,barranquilla,en_bodega,3620,3,6,2026,13,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_510,cartagena,bucaramanga,en_transito,3439,2,6,2026,10,6,2026,10.391,-75.4794,7.1254,-73.1198
guia_511,pereira,cartagena,en_novedad,870,4,6,2026,9,6,2026,4.8133,-75.6961,10.391,-75.4794
guia_512,barranquilla,pereira,en_transito,979,4,6,2026,8,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_513,cali,bogota,en_transito,1112,4,6,2026,12,6,2026,3.4516,-76.532,4.711,-74.0721
guia_514,pereira,medellin,en_bodega,1161,5,6,2026,13,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_515,cartagena,bogota,entregado,2916,1,6,2026,11,6,2026,10.391,-75.4794,4.711,-74.0721
guia_516,cartagena,pereira,en_novedad,2303,4,6,2026,15,6,2026,10.391,-75.4794,4.8133,-75.6961
guia_517,medellin,barranquilla,en_novedad,4294,4,6,2026,14,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_518,cartagena,medellin,preparacion,4572,6,6,2026,13,6,2026,10.391,-75.4794,6.2442,-75.5812
guia_519,bogota,medellin,en_novedad,2671,2,6,2026,15,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_520,pereira,cali,preparacion,4184,3,6,2026,11,6,2026,4.8133,-75.6961,3.4516,-76.532
guia_521,bucaramanga,barranquilla,preparacion,2284,2,6,2026,14,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_522,medellin,cali,preparacion,2531,4,6,2026,11,6,2026,6.2442,-75.5812,3.4516,-76.532
guia_523,bogota,cartagena,entregado,2165,2,6,2026,9,6,2026,4.711,-74.0721,10.391,-75.4794
guia_524,barranquilla,pereira,en_novedad,3632,2,6,2026,11,6,2026,10.9685,-74.7813,4.8133,-75.6961
guia_525,cartagena,barranquilla,en_bodega,926,5,6,2026,10,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_526,bogota,barranquilla,entregado,3354,6,6,2026,10,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_527,medellin,pereira,en_bodega,4698,1,6,2026,12,6,2026,6.2442,-75.5812,4.8133,-75.6961
guia_528,barranquilla,bucaramanga,preparacion,2754,4,6,2026,15,6,2026,10.9685,-74.7813,7.1254,-73.1198
guia_529,bucaramanga,cali,en_transito,4769,6,6,2026,10,6,2026,7.1254,-73.1198,3.4516,-76.532
guia_530,bogota,cali,preparacion,1370,3,6,2026,11,6,2026,4.711,-74.0721,3.4516,-76.532
guia_531,barranquilla,bucaramanga,entregado,3908,1,6,2026,14,6,2026,10.9685,-74.7813,7.1254,-73.1198
guia_532,cali,bogota,en_novedad,2858,5,6,2026,11,6,2026,3.4516,-76.532,4.711,-74.0721
guia_533,bucaramanga,barranquilla,en_novedad,3731,3,6,2026,11,6,2026,7.1254,-73.1198,10.9685,-74.7813
guia_534,medellin,barranquilla,preparacion,2685,1,6,2026,10,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_535,bogota,pereira,preparacion,3004,6,6,2026,8,6,2026,4.711,-74.0721,4.8133,-75.6961
guia_536,bogota,bucaramanga,preparacion,3146,4,6,2026,9,6,2026,4.711,-74.0721,7.1254,-73.1198
guia_537,pereira,medellin,en_bodega,1821,2,6,2026,9,6,2026,4.8133,-75.6961,6.2442,-75.5812
guia_538,medellin,cartagena,en_transito,865,2,6,2026,10,6,2026,6.2442,-75.5812,10.391,-75.4794
guia_539,bogota,bucaramanga,en_bodega,1501,5,6,2026,10,6,2026,4.711,-74.0721,7.1254,-73.1198
guia_540,cartagena,bucaramanga,en_transito,1373,5,6,2026,14,6,2026,10.391,-75.4794,7.1254,-73.1198
guia_541,bucaramanga,cartagena,en_bodega,1046,5,6,2026,15,6,2026,7.1254,-73.1198,10.391,-75.4794
guia_542,cali,medellin,entregado,1545,2,6,2026,13,6,2026,3.4516,-76.532,6.2442,-75.5812
guia_543,cali,pereira,en_bodega,2009,5,6,2026,12,6,2026,3.4516,-76.532,4.8133,-75.6961
guia_544,barranquilla,cali,entregado,2679,3,6,2026,9,6,2026,10.9685,-74.7813,3.4516,-76.532
guia_545,medellin,cali,preparacion,4056,4,6,2026,10,6,2026,6.2442,-75.5812,3.4516,-76.532
guia_546,cali,cartagena,en_bodega,1560,1,6,2026,15,6,2026,3.4516,-76.532,10.391,-75.4794
guia_547,bogota,cartagena,en_novedad,4176,5,6,2026,13,6,2026,4.711,-74.0721,10.391,-75.4794
guia_548,medellin,bogota,en_novedad,1156,3,6,2026,8,6,2026,6.2442,-75.5812,4.711,-74.0721
guia_549,medellin,cartagena,en_bodega,2221,1,6,2026,14,6,2026,6.2442,-75.5812,10.391,-75.4794
guia_550,cartagena,barranquilla,en_transito,2730,3,6,2026,12,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_551,cartagena,bogota,en_transito,1247,6,6,2026,14,6,2026,10.391,-75.4794,4.711,-74.0721
guia_552,bogota,cali,entregado,3189,2,6,2026,12,6,2026,4.711,-74.0721,3.4516,-76.532
guia_553,pereira,bogota,en_novedad,3203,6,6,2026,9,6,2026,4.8133,-75.6961,4.711,-74.0721
guia_554,bucaramanga,medellin,en_transito,3372,3,6,2026,13,6,2026,7.1254,-73.1198,6.2442,-75.5812
guia_555,medellin,barranquilla,en_transito,541,6,6,2026,8,6,2026,6.2442,-75.5812,10.9685,-74.7813
guia_556,bogota,barranquilla,en_novedad,4620,5,6,2026,15,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_557,medellin,pereira,en_novedad,2841,1,6,2026,11,6,2026,6.2442,-75.5812,4.8133,-75.6961
guia_558,medellin,cartagena,en_novedad,1232,1,6,2026,13,6,2026,6.2442,-75.5812,10.391,-75.4794
guia_559,cartagena,bucaramanga,preparacion,1961,2,6,2026,13,6,2026,10.391,-75.4794,7.1254,-73.1198
guia_560,bogota,cali,en_bodega,3932,5,6,2026,14,6,2026,4.711,-74.0721,3.4516,-76.532
guia_561,pereira,cali,en_novedad,3199,4,6,2026,9,6,2026,4.8133,-75.6961,3.4516,-76.532
guia_562,cali,bogota,en_novedad,3776,3,6,2026,11,6,2026,3.4516,-76.532,4.711,-74.0721
guia_563,medellin,pereira,en_bodega,1487,3,6,2026,12,6,2026,6.2442,-75.5812,4.8133,-75.6961
guia_564,barranquilla,bogota,en_bodega,2932,6,6,2026,14,6,2026,10.9685,-74.7813,4.711,-74.0721
guia_565,cali,pereira,en_novedad,3653,3,6,2026,12,6,2026,3.4516,-76.532,4.8133,-75.6961
guia_566,cali,bucaramanga,preparacion,4008,2,6,2026,8,6,2026,3.4516,-76.532,7.1254,-73.1198
guia_567,bogota,barranquilla,en_novedad,2972,6,6,2026,10,6,2026,4.711,-74.0721,10.9685,-74.7813
guia_568,bogota,medellin,en_transito,3314,6,6,2026,15,6,2026,4.711,-74.0721,6.2442,-75.5812
guia_569,cartagena,barranquilla,en_transito,1202,6,6,2026,13,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_570,bogota,pereira,en_transito,3381,6,6,2026,9,6,2026,4.711,-74.0721,4.8133,-75.6961
guia_571,cartagena,pereira,en_bodega,4092,4,6,2026,14,6,2026,10.391,-75.4794,4.8133,-75.6961
guia_572,medellin,bucaramanga,entregado,788,3,6,2026,9,6,2026,6.2442,-75.5812,7.1254,-73.1198
guia_573,bogota,cali,en_novedad,1553,3,6,2026,12,6,2026,4.711,-74.0721,3.4516,-76.532
guia_574,bucaramanga,bogota,en_transito,1129,6,6,2026,9,6,2026,7.1254,-73.1198,4.711,-74.0721
guia_575,barranquilla,bogota,entregado,2177,1,6,2026,9,6,2026,10.9685,-74.7813,4.711,-74.0721
guia_576,cali,cartagena,en_novedad,1363,4,6,2026,11,6,2026,3.4516,-76.532,10.391,-75.4794
guia_577,barranquilla,bogota,en_novedad,2935,2,6,2026,9,6,2026,10.9685,-74.7813,4.711,-74.0721
guia_578,pereira,cartagena,en_novedad,3081,3,6,2026,11,6,2026,4.8133,-75.6961,10.391,-75.4794
guia_579,barranquilla,bucaramanga,en_novedad,3812,1,6,2026,9,6,2026,10.9685,-74.7813,7.1254,-73.1198
guia_580,cartagena,barranquilla,en_transito,4347,2,6,2026,10,6,2026,10.391,-75.4794,10.9685,-74.7813
guia_581,cali,pereira,entregado,3998,5,6,2026,11,6,2026,3.4516,-76.532,4.8133,-75.6961
